,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
69,0.582815734989648,0.659023159825728,0.7263860133425349,0.6588693957115009,0.6517917511832318,0.706472777124951,0.718139106803603,0.6748332183114791,0.679933110367893,0.653052261747914,0.679951690821256,0.6663856691253951,0.6492361927144537,0.660180399310834,0.7978700043917435
113,0.6733417295509839,0.6499576433529474,0.6880762064150778,0.6221828908554573,0.6280269319867339,0.6437955879983778,0.6889788489298939,0.655684525742929,0.6551376308975385,0.6443843175458746,0.6158738938053098,0.6976984484109127,0.6330966805852448,0.6349455008204589,0.672566371681416
157,0.6120327942863658,0.6330742599412836,0.6346980254388453,0.5963572613110005,0.6053763330709283,0.6607146415513632,0.669025355093928,0.6369426751592356,0.5774559011584423,0.6134613556421713,0.6231280545729088,0.6691124162461741,0.641039090795554,0.6111811933274148,0.6776299583459122
202,0.3782432905669988,0.41306181091295247,0.3555648724481568,0.38974472527124915,0.3555648724481568,0.3782432905669988,0.6514020550117432,0.6447169381280535,0.5432333338281354,0.36684930628985224,0.3555648724481568,0.6928887063463629,0.5572345857293897,0.3782432905669988,0.3725327371446822
246,0.5791445116569436,0.6433151205697718,0.6661818181818181,0.6099302554587107,0.5873844482022595,0.6217675007918909,0.5950845083374329,0.6481787592519138,0.5907131744722814,0.6518243661100803,0.565836661850939,0.6238824858406152,0.6237486790040525,0.5659615336241617,0.6289703580265616
290,0.6145104837526535,0.5991080897939562,0.6602335213354779,0.6392858889704085,0.618294469298072,0.6085114571502956,0.5710275307140534,0.6050985655869001,0.59587537476348,0.625944170771757,0.5668081093823667,0.6379181186704831,0.6283849848817084,0.6467292976131446,0.6202205019939009
335,0.6363685674317502,0.6486994725866172,0.5988934789457723,0.6412818536425852,0.5814187231023838,0.6035088978185993,0.6150011974028164,0.6300165614860699,0.5682586848648638,0.587450951630056,0.6147812545261503,0.6218739756413318,0.6474086817880583,0.6245882836468716,0.6141599693838499
379,0.6440881143213458,0.5885513994516012,0.6099756211992982,0.6128529322289893,0.6611674645203037,0.62626178236977,0.5989887567723979,0.6341752037853216,0.6542909959019202,0.6173250368955947,0.5996738346830544,0.633691487906959,0.5607673072984086,0.6160136781653787,0.5877250229233331
423,0.6141105418043967,0.6067063876518759,0.6261389323124453,0.607476447935067,0.5823444299800615,0.6267842922126384,0.571373061163649,0.6416141940720078,0.5403027892340009,0.6329381005332853,0.5980457734377108,0.6127509076885453,0.5555047861634166,0.6333116515268666,0.5577344042682376
468,0.6159414466130884,0.5661019440985195,0.591516946004866,0.6164148456605958,0.6091352875294481,0.6211649895860422,0.6215962700216052,0.6480977599812453,0.5803124173595093,0.6331744677361908,0.6369472253796634,0.6133979732101186,0.5847360508607121,0.5868560526160762,0.6218865417829149
512,0.626849980851407,0.5949096454022302,0.5772672208173386,0.6037612280890512,0.6346186460165799,0.613751997767986,0.6009929117911792,0.6254236183524505,0.6110434369496782,0.6345217814952369,0.6108280804885056,0.5900386899487892,0.5735144731353286,0.6144907443567913,0.6086773395081444
556,0.5912182325674483,0.617581328974557,0.5967734126962351,0.6102427152484196,0.6297467431460237,0.6155003244213758,0.5964475457473236,0.6192563664067965,0.5940810483359072,0.6129723609243873,0.6057816482181353,0.6154531393137178,0.6279605467756842,0.614428896951923,0.6296398086326144
601,0.6087475257938197,0.6146766690181241,0.5872173147230124,0.6367406108151076,0.600924382825805,0.6186722764602504,0.6067708503257099,0.6082082972086728,0.5468144288836168,0.6346563032775774,0.526970529920939,0.3680857990306012,0.6573942924083654,0.3548084335526951,0.6267291064058357
645,0.5715110860469614,0.6622595947494336,0.6065539508591689,0.6026247608426978,0.6382454910209965,0.6011047310750576,0.620640648667914,0.6365630908239818,0.636781403212499,0.6287410445991967,0.5777535292914138,0.6047065083866877,0.5979186207262882,0.617672156765982,0.6275984762631283
690,0.6248414289335006,0.5724677863391272,0.5843881648337415,0.604331145324558,0.6243672284655654,0.6168277156156365,0.5720928557371844,0.6217685485633748,0.5972842526105369,0.6431622809495795,0.6082769655697889,0.5737508404357817,0.5846752856004044,0.6370441967684268,0.5982805562714769
