,0
0,6.215345716308981
1,4.872519708004629
2,2.110452312765184
3,1.1381623894854316
4,1.0292692780950885
5,0.9725958200470446
6,0.8150658593382152
7,0.7228816824288276
8,0.5172344304804993
9,0.25858368514851615
10,0.15791242425945307
11,0.10297911633485894
12,0.04134447009614573
13,0.025137250967625428
