,0
0,3.0728970942179905
1,1.948374056245946
2,1.5103693721880915
3,1.1987715066641407
4,0.9510610962085815
5,0.6997558747916951
6,0.5958267009689887
7,0.4433791331453239
8,0.3445384209462733
