,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
69,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
113,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
157,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9936342199164861,1.0,0.9936274541657297,1.0,1.0,1.0,1.0,1.0
202,0.6669189465365636,0.6809025947289638,0.7473199572740993,0.7212480010887686,0.7664480702050214,0.6790904429809497,0.7671385179944641,0.7609016220771012,0.7523539118617745,0.5298716129024831,0.7476964891059242,0.8002191523500176,0.7158089596445761,0.7646112476619245,0.7319617317380274
246,0.9674645791550753,0.991869918699187,0.926829268292683,0.9755852087506381,0.9878026568989922,0.9918769836094082,0.9796724437881256,0.9512291857450569,0.9715414213033758,0.971547067473452,0.9593064201468432,0.983739837398374,0.983739837398374,0.971526325865277,0.9348194113958891
290,0.9965526731554709,1.0,1.0,1.0,1.0,0.993103448275862,0.993103448275862,0.993103448275862,0.9793054187192118,0.9827596460467358,1.0,0.9965516011184926,1.0,1.0,0.9689569760835202
335,0.9940263052717981,1.0,1.0,0.9970139566211708,1.0,0.9970139566211708,1.0,0.99403144989339,0.9820917875321723,0.967167105100583,0.9970143914899011,0.9970148721732052,0.9940298507462687,1.0,1.0
379,0.9894459102902374,0.9973608479640915,0.9894459102902374,0.9973608102726375,0.9947229551451188,1.0,0.9973616245889994,0.9947229551451188,0.9762513123246046,0.9947236167974409,0.9920835494378614,1.0,0.9867973783639677,0.9947239114513403,0.9683084123095903
423,0.8935596155490588,0.8554523337003607,0.8844044598592204,0.8276240710690379,0.8292728924854699,0.8560517630409236,0.8699981601440966,0.8724146960384302,0.876882298158894,0.8555903617104957,0.8746750804565353,0.8913125325111965,0.8627509784414464,0.8790316441785541,0.8887826360333434
468,0.955104067530103,0.9636707208135781,0.9018173896222678,0.9422586556353297,0.9230769230769231,0.9038844949846265,0.9315788584081267,0.8909534887233416,0.9231120599632046,0.912435245802891,0.9080500949177389,0.9252536560228868,0.9231163997293029,0.9380305072612766,0.9232008222398997
512,0.9355929032766226,0.9941421703887392,0.945362740388296,0.9609572059160743,0.9394843926324044,0.9687690921309873,0.9687576368523949,0.9551136689410011,0.9277026086759168,0.9238750017917551,0.9453475667938932,0.9238586865406586,0.8907253563126989,0.9667985215845931,0.9608895234586097
556,0.9406118049735513,0.9550402007980539,0.9083455029831597,0.9334612377161992,0.9568457610998763,0.8867731780630442,0.9370440274696767,0.9262792875977123,0.908290294787691,0.9386327657605797,0.9370656431531618,0.9586283913816169,0.9245164065307951,0.9442516421569365,0.9334720167232144
601,0.7044793004215473,0.6528661321749499,0.6787323108461608,0.6732533477277743,0.7280624258440568,0.7123440974370939,0.710650346574008,0.6967223745857181,0.696765318086618,0.7127276753858256,0.7072900323168193,0.737992462861889,0.7335087159064742,0.7188895233059909,0.7224626362975616
645,0.9163323365979444,0.8776195745176898,0.8325896481937057,0.8651376778106518,0.9070613547357733,0.8420362670362671,0.868229133331198,0.8651584378332968,0.8682804173893092,0.875968992248062,0.8884188753072888,0.8480620155038759,0.8666205145955924,0.8401197966775047,0.8481825710524732
690,0.8722134093042831,0.8711297855462616,0.9114605874149012,0.8579161222188413,0.8812673835691739,0.8898346306891433,0.8885083405001567,0.8841535900876195,0.8739917122416652,0.8781868696378959,0.915990168909616,0.8666891464699683,0.8739918791811961,0.8606790335812009,0.8652869290545566
