,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
69,0.9710144927536232,0.9563673213337838,0.7101449275362319,0.6508563899868249,1.0,0.7822384315613111,0.7094129702825355,0.7948038176033934,0.985525649873476,0.9130434782608695,0.8115942028985508,0.9710266715381803,0.9420289855072463,0.6718599033816425,0.9710144927536232
113,0.6907993025730617,0.6873702611165737,0.725836459062525,0.6237930513341504,0.9646017699115044,0.6541642835602051,0.7333833655101608,0.3991351568785197,0.6512557277274478,0.6745586508939859,0.6460176991150443,0.7965560883190428,0.682649676274724,0.663239741543818,0.6465198808155429
157,0.6563594550463061,0.6360187583117519,0.7316149538744241,0.6169031921629977,0.8979151778778934,0.6808307138721151,0.7097701638507211,0.3877224712327331,0.3333148996811196,0.6338369666490495,0.6308733026243363,0.674368002531946,0.6346314348949974,0.6735736797721151,0.5452409474278814
202,0.5927450378475838,0.6452521250941312,0.3840109182151092,0.39723138980564726,0.3555648724481568,0.5332611861974722,0.6461534525545578,0.5084686944127162,0.6238731212210703,0.48324004053948694,0.36652680874329935,0.591841447317781,0.5572510612324169,0.3324758075661594,0.3835351138588565
246,0.6494812251768387,0.6253408574458416,0.6995457432212963,0.6390909185027486,0.6254204679451374,0.6335569105691058,0.6183721361183222,0.6288011781516937,0.6229077037080412,0.6719837582300235,0.6362629621291822,0.6943626323055683,0.624280261370253,0.6126842289443916,0.6555880550437234
290,0.6247434891399298,0.6940364869726091,0.6546802950743837,0.6556359584862617,0.6558602100566968,0.40042722001830944,0.6771368663676147,0.6209791912402179,0.6148965319582891,0.6517333968228773,0.6600053629976196,0.6916411460733288,0.6199674687859554,0.6501251035611763,0.5964406890857619
335,0.6361736556508552,0.6837512728650182,0.6841195225332253,0.6544538684803972,0.621084802536652,0.6300705656858236,0.6910172723605561,0.6159374653320021,0.629840550628778,0.6584530283246006,0.6301413080178214,0.6817391536938961,0.6257870274256612,0.6454401819865008,0.4936035809299929
379,0.6582686072668489,0.63881437799532,0.6548350408465883,0.6516277501140715,0.6309310697962333,0.6313022926606628,0.65782054928497,0.600610033486378,0.6321751070312572,0.6463940553650316,0.6372719976467953,0.6754853920460006,0.6415677171522863,0.616657723775526,0.6230077717132654
423,0.6575746046975128,0.636157654027692,0.6128696760933278,0.6156011955817703,0.6332860520094562,0.6081596102872698,0.6467863852474185,0.6004121961568769,0.6252689879615778,0.6242269389368731,0.6166316180108857,0.6425398026068253,0.6404606148950611,0.6060191575248409,0.5938477634667639
468,0.6560403461370589,0.6717986124767336,0.6477982151308085,0.65487443633139,0.6399229625295595,0.6370714053640884,0.6544716597700629,0.6598857671641959,0.6313291829341213,0.6537277537277537,0.6422933499856577,0.6561655909119591,0.6363739401714085,0.6301049164902375,0.6179773168921029
512,0.6506850035172498,0.6668016984152454,0.640625,0.6561713206683452,0.6443359732649697,0.6260056137638512,0.6815774356617648,0.6447750033446095,0.645567822209436,0.6595025047709924,0.6380706188725489,0.6653734438939721,0.6779673692930781,0.6447973144443424,0.6174153402414272
556,0.6442310868566907,0.6628856062758942,0.6443095504969225,0.6593425043437271,0.6545779563608926,0.6274870667050314,0.6943474723326928,0.663399473291034,0.6382703776221895,0.6460744437797656,0.6306907073094123,0.6474076125650369,0.6476644771139609,0.647324069285252,0.6277351761174398
601,0.6292240651466264,0.5616949012354696,0.5853441850309815,0.45496797340360823,0.5154897998378928,0.5670746850663757,0.3809061020231793,0.35669580604171747,0.6154043419251984,0.6257795816083147,0.513204064995166,0.433572891649385,0.5740765201613324,0.5169555766197875,0.5192107344131963
645,0.6421475451848117,0.6406060231713688,0.6365968810312694,0.6274082681805677,0.6501644778920976,0.6382993728837332,0.6260188413236191,0.6565996313320529,0.648292256651684,0.6341916408790754,0.6444237626426856,0.630480751968403,0.6447000750858406,0.6440160704627985,0.6225581881908412
690,0.6481379408231457,0.644394104260455,0.6305151136486681,0.6495938168930062,0.6264264659437836,0.6263383266350019,0.6539179771816219,0.6595302064202829,0.6493342957503638,0.6647144411598577,0.6417011905097474,0.6534522099870088,0.6452999490360612,0.6329621951563265,0.6367367083748434
