,0,1,2,3,4,5,6,7,8,9
1,0.8558047423875724,0.9088093476784788,0.9284167052673595,0.898663105676037,0.8619297373955023,0.9085151189177497,0.8718818865239104,0.9090909090909091,0.9123990519358124,1.0000000000000002
2,0.8453112269204933,0.8141305454515231,0.8190250240531707,0.824599005868765,0.8611008220512553,0.8348042573671418,0.8834497078582864,0.8178544056086671,0.7935423018185818,0.8579356401252236
3,0.7590052385324774,0.6923032034939864,0.6335114620831566,0.7261059487482628,0.7213273882027024,0.721186229107752,0.7198247109555498,0.7657739756093881,0.6685726577951823,0.7670265492161327
4,0.608374049008063,0.6984095293975031,0.6399063420347005,0.6589281592657814,0.6346322673240095,0.5883522674955263,0.5947264646825774,0.6124617292019193,0.6966413273077309,0.7037575379179465
5,0.5242442416109017,0.4732867762935925,0.5147051691900885,0.5346808599702532,0.4404257244079179,0.6053590485804182,0.5189605179045484,0.5435920543413266,0.49894992823796797,0.650160411050539
6,0.4692155705192374,0.4607786322012192,0.32440245484308805,0.3365406228047483,0.4775836462944666,0.4041453916046344,0.4806378748230586,0.47131541011970157,0.5247513165070407,0.5546583604924168
7,0.41690714372896204,0.336661951153134,0.43662808663537395,0.41975996075282085,0.2910171986070314,0.29926783392427186,0.3651711037418803,0.3838101703499901,0.38573308839455633,0.49097563084746415
8,0.1999459340695332,0.2505126788102506,0.30811054972984436,0.27512827788954297,0.21590866693103125,0.3492078124784904,0.32649667906143154,0.3576892738754891,0.34115414727474935,0.3935799723686115
9,0.19539585547695973,0.251650723295251,0.27165746830304516,0.194565943790686,0.1422024634958427,0.1993316771476104,0.1618165658264393,0.29943026456550004,0.1311921624985894,0.2964047342333764
10,0.05120102052107188,0.055217465047886716,0.10341998108315992,0.0789134809683123,0.024494416902326448,0.09090909090909077,0.0803341459831029,0.20042314352404977,0.09090909090909108,0.18063254033277987
11,1.545796785212957e-29,1.2864865516183068e-29,5.161907686436829e-30,6.830068206979632e-30,0.07853637148537583,2.9311140139293433e-30,1.499266492942831e-29,0.07817997502112438,1.9895431556162904e-30,0.06238005582075444
12,1.0198219300194007e-29,1.6140865811998471e-29,2.4985930155955467e-30,5.725374439984213e-30,5.165972621239138e-30,1.6898142963637718e-29,2.4391021288894673e-30,5.4318721984770694e-30,1.472856564637253e-30,2.8420481212306508e-30
13,2.586419582494099e-30,2.6725741062752087e-30,9.449912735236033e-31,1.0452482301715522e-30,2.63316673662314e-30,2.1105715716588492e-30,7.073857890826709e-30,6.776109021047973e-30,1.7948512569738582e-30,3.942134978652555e-30
14,1.02731577494232e-30,2.9981951465484437e-30,1.0645688535421541e-29,1.2385319864011256e-30,1.6837822707573345e-30,2.565478450720822e-30,1.6522480173362643e-30,1.863076780764329e-30,1.5317571474850878e-30,8.724975210565849e-30
15,1.329329676248424e-30,1.6646790419328244e-30,1.4822610205088821e-30,1.517068329501127e-30,1.4173499965341083e-30,1.0646392780033663e-29,7.129536204257915e-31,1.0082289760172357e-30,2.189751911307773e-30,6.385175502529879e-31
16,6.518732808518464e-30,1.3076998886195483e-30,1.715336845301031e-30,2.8669775080637345e-30,8.247493527573196e-31,5.071508359582202e-30,9.868603267222177e-31,1.3043540068925763e-30,6.616261747772103e-31,1.298610849796796e-30
17,1.3137995918445123e-30,1.1133227812341195e-30,1.0250369553593911e-30,2.0808817504368068e-29,1.7378874693458903e-30,1.4252994887899572e-30,2.082245436011697e-30,1.3133113937642695e-30,9.920959462228763e-31,2.5163572226837658e-30
18,7.04210868889992e-30,3.532655340943029e-30,1.0346642139136958e-29,2.264975531417442e-30,1.4192671153724867e-30,9.57849191905297e-31,1.0900811575490855e-30,9.735071371435703e-30,8.985062004313957e-31,1.274826925801081e-29
19,2.5368528523075647e-30,1.1977150869952869e-30,2.2559304349683626e-30,1.7680402992952407e-30,1.351878664070031e-30,1.396527360579829e-30,1.2478507706446394e-30,1.3800707002494518e-30,1.2614234558955215e-29,1.4791617535786953e-30
20,9.728629162809435e-31,1.1318177510558182e-30,9.660053514361675e-31,5.8703141507088594e-30,1.7339144466786025e-30,9.749037416724229e-31,1.7764704436822015e-30,8.687973134602373e-31,3.0625106942652298e-30,8.521837586180135e-30
