k,Kmeans,GMM
2,0.21645793030575514,0.1755115692443956
3,0.2277551449861306,0.20374785346103472
4,0.22064758657451639,0.08384550921338552
5,0.24712249825443056,0.08815203662931037
6,0.21070386844451564,0.10373203293299163
7,0.2147230737351327,0.08942545262529104
8,0.22252801282182952,0.006386775452550679
9,0.1962319056254325,-0.022233283459817323
10,0.19847240450755702,-0.022529297910202948
11,0.1938944597083306,-0.04740963570809113
12,0.19530179075680978,0.02797819926890923
13,0.19552595541617473,0.025665141416100257
14,0.1932380470151239,0.019971770078190166
15,0.18972706014837584,0.0006753913094538679
16,0.18980773956050817,0.0031012679623053045
18,0.1906696434999152,0.001543297183021388
20,0.18909439196283906,-0.03090874275309724
22,0.1970336558936314,-0.06213970103053166
24,0.1791940680246817,-0.06574739864705233
26,0.17634538491619958,-0.04828789267930856
28,0.17955389190190138,-0.07477262879658152
30,0.18446811075205857,-0.07675860613106526
32,0.18673807581599022,-0.1078127464362349
34,0.1797258203919564,-0.08644687601485457
36,0.18262405694663666,-0.08755309128337184
40,0.18586069945989106,-0.06485222661012399
45,0.17562939429582572,-0.08902696310306944
50,0.18399079321447512,-0.07101425869772311
55,0.1725353298888597,-0.10786948345218951
60,0.17774520205801114,-0.06510546920836147
