,0
1,6.215345716308991
2,4.872519708004633
3,2.1104523127651817
4,1.1381623894854314
5,1.029269278095085
6,0.9725958200470444
7,0.8150658593382155
8,0.7228816824288282
9,0.517234430480499
10,0.2585836851485166
11,0.15791242425945304
12,0.10297911633485919
13,0.04134447009614583
14,0.025137250967625428
15,0.01842969484245566
16,0.016152983054985148
17,0.004523525149347184
18,0.0021794942122741875
19,0.0012719223214720569
