,0
1,3.0728970942179905
2,1.948374056245946
3,1.5103693721880915
4,1.1987715066641407
5,0.9510610962085815
6,0.6997558747916951
7,0.5958267009689887
8,0.4433791331453239
9,0.3445384209462733
10,0.18445974151280914
11,0.05974897306007245
