,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,split10_train_score,split11_train_score,split12_train_score,split13_train_score,split14_train_score,mean_train_score,std_train_score,,
42,0.512543662,0.156095446,0.003639507,7.03E-05,0.0001,"(55,)",0.01,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (55,), 'NN__learning_rate_init': 0.01}",0.680996131,0.744130957,0.733871745,0.734192891,0.641181725,0.733730797,0.693641618,0.726940984,0.60099538,0.679558806,0.716933374,0.675434608,0.716516919,0.703701919,0.740040854,0.701457914,0.039120833,21,0.74698608,0.792651322,0.781178266,0.764249248,0.796179183,0.754710805,0.777014247,0.76382617,0.795079553,0.755050343,0.762426681,0.790960544,0.772121936,0.774191865,0.770925993,0.773170149,0.015118493,,0.071712235
46,0.461413129,0.101425088,0.003671074,6.63E-05,0.0001,"(60,)",0.01,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (60,), 'NN__learning_rate_init': 0.01}",0.734370796,0.751229133,0.669859355,0.728323699,0.692596272,0.711272604,0.663326137,0.699000031,0.641738245,0.687423109,0.70494618,0.68811165,0.717028129,0.72512568,0.705379634,0.701315377,0.027912933,22,0.766724009,0.760204447,0.753564403,0.769058871,0.786751095,0.747940503,0.749204267,0.768221153,0.766441676,0.743713894,0.751934947,0.76977119,0.778466452,0.754156874,0.781139655,0.763152896,0.012527573,,0.061837519
2,0.730392996,0.101883951,0.004335912,0.000820496,0.0001,"(5,)",0.01,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (5,), 'NN__learning_rate_init': 0.01}",0.698617851,0.750946531,0.68811165,0.757452933,0.650363482,0.699663071,0.667467137,0.696981685,0.65779585,0.672982978,0.733997432,0.716933374,0.705202312,0.732500546,0.688049509,0.701137756,0.031338419,23,0.749033602,0.736951545,0.745120466,0.735717478,0.753527967,0.740506149,0.7630255,0.753063919,0.751995352,0.749033602,0.738911233,0.768221153,0.756374444,0.727307288,0.74361028,0.747493332,0.010464812,,0.046355576
50,0.621389802,0.110072612,0.003645007,4.76E-05,0.0001,"(5, 5)",0.01,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (5, 5), 'NN__learning_rate_init': 0.01}",0.703701919,0.745868752,0.692337746,0.715557538,0.680462854,0.705439216,0.68233641,0.734192891,0.618727177,0.721373355,0.679134957,0.688174412,0.745307718,0.705498165,0.69281566,0.700728585,0.030632002,24,0.752195255,0.756685422,0.749093815,0.748017128,0.757737639,0.74805518,0.783731599,0.76251486,0.762478937,0.759618699,0.749250418,0.756734785,0.744077874,0.768189976,0.772667006,0.758069906,0.010358296,,0.057341321
26,0.534078264,0.098852363,0.004007451,0.001275967,0.0001,"(35,)",0.01,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (35,), 'NN__learning_rate_init': 0.01}",0.672906955,0.733997432,0.728414777,0.728323699,0.676625317,0.722432103,0.663842987,0.710866774,0.658275473,0.678338562,0.697609313,0.705202312,0.699723508,0.705439216,0.728487114,0.700699036,0.024564558,25,0.76067586,0.754836293,0.781213201,0.756922454,0.785694929,0.762195656,0.777862473,0.771214857,0.782754841,0.781360441,0.757997497,0.778374988,0.784038468,0.769683811,0.766600503,0.771428418,0.010545913,,0.070729382
1,0.214432287,0.034631259,0.003754075,6.41E-05,0.0001,"(5,)",0.1,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (5,), 'NN__learning_rate_init': 0.1}",0.693641618,0.751594593,0.704611002,0.705301141,0.61143242,0.704611002,0.681804704,0.751594593,0.632463678,0.731316427,0.718438515,0.613949445,0.693887813,0.774747636,0.716362913,0.6990505,0.046744471,26,0.746558512,0.739130435,0.738437369,0.744713206,0.745579914,0.726729638,0.75383858,0.743707551,0.732004142,0.733454325,0.705903573,0.682519302,0.740643666,0.742028986,0.743090557,0.734555984,0.017557175,,0.035505484
19,2.73707757,0.220254827,0.004234759,0.001727673,0.0001,"(25,)",0.001,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (25,), 'NN__learning_rate_init': 0.001}",0.680996131,0.740127874,0.751677746,0.710982659,0.668843321,0.699522399,0.680996131,0.703126898,0.663326137,0.66635895,0.722432103,0.70494618,0.70494618,0.682080925,0.699723508,0.698672476,0.025070632,27,0.7531427,0.768154906,0.776912859,0.762274908,0.788473353,0.75045232,0.776811594,0.747550603,0.775417524,0.750766524,0.766551489,0.759529446,0.769544405,0.756427638,0.769683811,0.764779605,0.011446446,,0.066107129
7,3.405673758,0.252609265,0.003872776,0.000545939,0.0001,"(10,)",0.001,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (10,), 'NN__learning_rate_init': 0.001}",0.687423109,0.780420215,0.705439216,0.74014544,0.685978902,0.693641618,0.680462854,0.685978902,0.647398844,0.686088004,0.685327134,0.682080925,0.705379634,0.682378512,0.711214491,0.69729052,0.029364442,28,0.741265295,0.750628296,0.759375822,0.748664545,0.755003012,0.74181222,0.764960906,0.748664545,0.760801758,0.75215153,0.750573836,0.742072333,0.750313984,0.75215153,0.751934947,0.751358304,0.006579475,,0.054067784
111,3.113445361,0.945108701,0.003741503,4.85E-05,0.0001,"(20, 20, 20)",0.001,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (20, 20, 20), 'NN__learning_rate_init': 0.001}",0.687736116,0.734370796,0.699703631,0.710398864,0.687736116,0.693887813,0.693641618,0.661225061,0.633984723,0.718900473,0.710576953,0.704611002,0.716933374,0.687736116,0.716857959,0.697220041,0.023979788,29,0.782608696,0.808869355,0.811736708,0.819007046,0.840719081,0.842142159,0.790005624,0.802630203,0.798676414,0.824787084,0.803935395,0.776770341,0.805908321,0.80251416,0.775553703,0.805724286,0.019561095,,0.108504245
87,3.550196409,1.13234675,0.00382549,6.92E-05,0.0001,"(50, 50)",0.001,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'NN__learning_rate_init': 0.001}",0.705478257,0.768863384,0.703947642,0.693744323,0.644916486,0.687861272,0.711156952,0.710576953,0.63583815,0.683566865,0.710866774,0.674348491,0.705202312,0.693928385,0.716648893,0.696463009,0.030067838,30,0.823334045,0.813026593,0.845066147,0.806900058,0.827369934,0.82760325,0.866614907,0.801631658,0.814421058,0.837364602,0.811283825,0.828919412,0.808727798,0.808853229,0.826230208,0.823156448,0.016554955,,0.126693439
