,0
1,0.44933696330365347
2,1.3372397931785056
3,1.6198050244305122
4,10.22680347976002
5,11.850944920727725
6,11.497212220223927
7,11.703343975774008
8,13.22625674656253
9,12.375374426335817
10,12.015229820494179
11,11.512879398008096
12,11.512879398008096
13,11.512879398008096
14,11.512879398008096
15,11.512879398008096
16,11.512879398008096
17,11.512879398008096
18,11.512879398008096
19,11.512879398008096
20,11.512879398008096
