,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,split10_train_score,split11_train_score,split12_train_score,split13_train_score,split14_train_score,mean_train_score,std_train_score,,
123,1.081312354,0.149433628,0.005291796,7.89E-05,0.0001,"(35, 35, 35)",0.001,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (35, 35, 35), 'NN__learning_rate_init': 0.001}",0.607251708,0.605092248,0.570782336,0.589732962,0.536923124,0.627826847,0.565343477,0.537140498,0.61849711,0.627326605,0.656880656,0.545568117,0.638077605,0.646448212,0.652692343,0.60170559,0.040472487,33,0.630924496,0.570084793,0.610636216,0.604331145,0.624367228,0.616827716,0.572092856,0.624429551,0.60154722,0.643162281,0.631411371,0.571959323,0.586459191,0.63923851,0.601169219,0.608576074,0.023797974,,
58,0.551994785,0.109995301,0.005128193,0.000272936,0.0001,"(15, 15)",0.01,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (15, 15), 'NN__learning_rate_init': 0.01}",0.618879837,0.602241758,0.604298466,0.553099631,0.547926776,0.621632322,0.572680451,0.53885817,0.601156069,0.627326605,0.638806551,0.545568117,0.644994804,0.652478637,0.652692343,0.601509369,0.039142102,34,0.629655747,0.571911993,0.580480767,0.571823794,0.624275739,0.616827716,0.572092856,0.623099336,0.604235635,0.64103823,0.613300931,0.573201394,0.588238906,0.640796618,0.601169219,0.603476592,0.024830198,,
170,0.778853623,0.372162512,0.005385542,7.80E-05,0.0001,"(35, 35, 35, 35)",0.01,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (35, 35, 35, 35), 'NN__learning_rate_init': 0.01}",0.607330742,0.603283161,0.604298466,0.582382813,0.536923124,0.617476503,0.565343477,0.550682319,0.61849711,0.627326605,0.638806551,0.545568117,0.638077605,0.652478637,0.633984723,0.60149733,0.035771215,35,0.625357744,0.570084793,0.584388165,0.602462356,0.624367228,0.616827716,0.572092856,0.623099336,0.600127709,0.64103823,0.613300931,0.573201394,0.584675286,0.63923851,0.605076406,0.605022577,0.023062473,,
107,1.450489712,0.165382732,0.005367422,0.000886571,0.0001,"(15, 15, 15)",0.001,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (15, 15, 15), 'NN__learning_rate_init': 0.001}",0.630354549,0.603283161,0.570782336,0.584066012,0.536923124,0.629068124,0.572680451,0.537140498,0.61302799,0.627326605,0.6337261,0.545568117,0.638077605,0.652478637,0.646691591,0.601412993,0.039099773,36,0.628018389,0.572467786,0.611007839,0.604331145,0.624367228,0.616827716,0.573961801,0.623099336,0.601483597,0.64103823,0.613300931,0.573201394,0.586459191,0.639432765,0.601169219,0.607344438,0.022035509,,
33,0.384817044,0.103053549,0.005154276,0.000255264,0.0001,"(45,)",0.1,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (45,), 'NN__learning_rate_init': 0.1}",0.624277457,0.608600238,0.570782336,0.584066012,0.536923124,0.622365191,0.591577209,0.537140498,0.61849711,0.627326605,0.669631936,0.545568117,0.614569879,0.646448212,0.622365191,0.601342608,0.038310382,37,0.626224119,0.565424199,0.604803051,0.604331145,0.624367228,0.619528496,0.58569353,0.624429551,0.60154722,0.64103823,0.636115043,0.573201394,0.548870737,0.63923851,0.605076406,0.606659257,0.026987724,,
118,0.685413583,0.198205909,0.005225658,5.71E-05,0.0001,"(30, 30, 30)",0.01,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (30, 30, 30), 'NN__learning_rate_init': 0.01}",0.607330742,0.61705915,0.564628885,0.584066012,0.536923124,0.627054381,0.606142455,0.524012814,0.607251708,0.627326605,0.657508056,0.545568117,0.634595568,0.652478637,0.627826847,0.601318207,0.040117031,38,0.628374301,0.571831392,0.602390007,0.604331145,0.625860754,0.618178504,0.589350712,0.637681159,0.607210904,0.643162281,0.632764641,0.573201394,0.602865113,0.639432765,0.605076406,0.612114099,0.021984652,,
178,0.846345345,0.189470836,0.005609671,0.000301103,0.0001,"(45, 45, 45, 45)",0.01,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (45, 45, 45, 45), 'NN__learning_rate_init': 0.01}",0.612949715,0.603283161,0.604298466,0.584066012,0.536923124,0.622365191,0.565343477,0.537140498,0.613105432,0.627326605,0.657508056,0.545568117,0.629068124,0.652478637,0.627826847,0.601283431,0.037964211,39,0.63370143,0.570084793,0.580480767,0.604331145,0.624367228,0.619528496,0.572092856,0.624429551,0.601336263,0.64103823,0.634336678,0.573201394,0.601509819,0.639432765,0.60377448,0.60824306,0.024381064,,
139,1.331772598,0.345158852,0.005575053,0.000173297,0.0001,"(55, 55, 55)",0.001,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (55, 55, 55), 'NN__learning_rate_init': 0.001}",0.601529406,0.602241758,0.570782336,0.584066012,0.547926776,0.609803067,0.572680451,0.537140498,0.624579393,0.627326605,0.658040074,0.540441314,0.640659745,0.652478637,0.648239864,0.601195729,0.039665234,40,0.632313485,0.571911993,0.612553029,0.604331145,0.622871781,0.602825089,0.572092856,0.624429551,0.602965277,0.64103823,0.640986887,0.574995073,0.605127799,0.640796618,0.596508587,0.609716493,0.023382246,,
94,0.644618622,0.182555723,0.005344915,9.80E-05,0.0001,"(60, 60)",0.01,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (60, 60), 'NN__learning_rate_init': 0.01}",0.618879837,0.585384406,0.604298466,0.560471321,0.536923124,0.623523826,0.572680451,0.537140498,0.61849711,0.627326605,0.643891776,0.545568117,0.640659745,0.652478637,0.648239864,0.601064252,0.040063546,41,0.632674547,0.543053198,0.584388165,0.573726085,0.624367228,0.616827716,0.572092856,0.624429551,0.600127709,0.64103823,0.614557276,0.573201394,0.606475163,0.640796618,0.606702435,0.603630545,0.027886546,,
106,0.62118694,0.128957575,0.005178213,0.000302695,0.0001,"(15, 15, 15)",0.01,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (15, 15, 15), 'NN__learning_rate_init': 0.01}",0.623951014,0.612033714,0.570782336,0.584205028,0.517492013,0.622365191,0.599458575,0.50387535,0.61849711,0.627326605,0.657508056,0.545568117,0.634595568,0.641305395,0.652692343,0.600777094,0.045752182,42,0.626224119,0.547003772,0.607317464,0.602633713,0.594647895,0.616827716,0.587531773,0.594848937,0.60154722,0.64103823,0.632540904,0.573201394,0.604894976,0.639432765,0.601169219,0.604724006,0.024165715,,
38,0.503943857,0.125079257,0.005048927,6.53E-05,0.0001,"(50,)",0.01,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'NN__learning_rate_init': 0.01}",0.612380276,0.617476503,0.570782336,0.535380804,0.536923124,0.633984723,0.611672627,0.50387535,0.624579393,0.627326605,0.651396292,0.545568117,0.635107708,0.652478637,0.652692343,0.600774989,0.047404075,43,0.627605784,0.581496945,0.616106599,0.57994985,0.624367228,0.619528496,0.587771992,0.594848937,0.60154722,0.64103823,0.632764641,0.573201394,0.600855434,0.639432765,0.601169219,0.608112316,0.021548657,,
42,0.484113042,0.103475983,0.00516963,0.000519791,0.0001,"(55,)",0.01,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (55,), 'NN__learning_rate_init': 0.01}",0.601529406,0.57806835,0.604298466,0.584066012,0.516654259,0.623523826,0.604915797,0.53528568,0.630280899,0.627326605,0.638806551,0.545568117,0.644994804,0.646448212,0.627826847,0.600639589,0.039623492,44,0.630924496,0.550959334,0.58238275,0.604331145,0.576031961,0.616827716,0.588871969,0.622812431,0.602898551,0.64103823,0.613300931,0.571959323,0.591785893,0.63923851,0.60247209,0.602389022,0.025000908,,
23,0.837917328,0.073872935,0.005159553,0.000226122,0.0001,"(30,)",0.001,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (30,), 'NN__learning_rate_init': 0.001}",0.624277457,0.598206099,0.604298466,0.535380804,0.536923124,0.623523826,0.572680451,0.537140498,0.61849711,0.627326605,0.650709292,0.545568117,0.641115421,0.646448212,0.64709249,0.600612532,0.042189734,45,0.624841429,0.570084793,0.58250772,0.583104989,0.624367228,0.616827716,0.572092856,0.624429551,0.600127709,0.643162281,0.626450924,0.571959323,0.606189489,0.63923851,0.601169219,0.605770249,0.024200294,,
77,0.439129766,0.070569419,0.005207046,6.72E-05,0.0001,"(40, 40)",0.1,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (40, 40), 'NN__learning_rate_init': 0.1}",0.607251708,0.609614486,0.604298466,0.52688443,0.536923124,0.603167854,0.565343477,0.543939175,0.630280899,0.627326605,0.651396292,0.545568117,0.644994804,0.657508056,0.652692343,0.600479322,0.044132254,46,0.628143313,0.539635731,0.58250772,0.579821317,0.625860754,0.600297301,0.572092856,0.623099336,0.598706726,0.64103823,0.63389098,0.573201394,0.590014462,0.640599945,0.601169219,0.602005286,0.028719324,,
154,0.690399297,0.088112073,0.005163336,6.91E-05,0.0001,"(15, 15, 15, 15)",0.01,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (15, 15, 15, 15), 'NN__learning_rate_init': 0.01}",0.618344142,0.611395287,0.597098711,0.560471321,0.525698952,0.594123591,0.572680451,0.543939175,0.61302799,0.627326605,0.663586155,0.545568117,0.640659745,0.641305395,0.651447768,0.600444894,0.041156126,47,0.626224119,0.581496945,0.580480767,0.573726085,0.574049077,0.600297301,0.572092856,0.623099336,0.6,0.64103823,0.634336678,0.573201394,0.606925431,0.639432765,0.59263574,0.601269115,0.02490194,,
103,1.205372906,0.201529756,0.005223894,0.000304558,0.0001,"(10, 10, 10)",0.001,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (10, 10, 10), 'NN__learning_rate_init': 0.001}",0.624277457,0.603283161,0.604298466,0.535380804,0.536923124,0.605278919,0.572680451,0.537140498,0.624579393,0.627326605,0.642724572,0.545568117,0.641115421,0.652478637,0.652692343,0.600383198,0.042313434,48,0.623457696,0.570084793,0.58250772,0.584957032,0.624367228,0.617950123,0.572092856,0.624429551,0.598706726,0.643162281,0.610079444,0.571959323,0.606189489,0.63923851,0.601169219,0.604690133,0.023481825,,
131,1.109688346,0.184092095,0.005384572,6.09E-05,0.0001,"(45, 45, 45)",0.001,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (45, 45, 45), 'NN__learning_rate_init': 0.001}",0.607251708,0.616888363,0.604298466,0.560471321,0.547926776,0.628497806,0.565343477,0.540276389,0.613105432,0.627326605,0.656880656,0.493226923,0.644994804,0.646448212,0.652692343,0.600375285,0.046705647,49,0.63370143,0.581496945,0.58250772,0.571823794,0.624367228,0.618178504,0.572092856,0.622812431,0.602825152,0.643162281,0.631411371,0.576855554,0.590014462,0.63923851,0.601169219,0.606110497,0.02486689,,
187,1.342026059,0.343474971,0.00561854,0.000609061,0.0001,"(55, 55, 55, 55)",0.001,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (55, 55, 55, 55), 'NN__learning_rate_init': 0.001}",0.618854609,0.605092248,0.604298466,0.553099631,0.536923124,0.628497806,0.572680451,0.50387535,0.624579393,0.627326605,0.638806551,0.545568117,0.640659745,0.641305395,0.662205765,0.60025155,0.045036503,50,0.628374301,0.570084793,0.580480767,0.571823794,0.624367228,0.616827716,0.572092856,0.594848937,0.60154722,0.643162281,0.613300931,0.573201394,0.602865113,0.639432765,0.601621467,0.602268771,0.024229766,,
9,0.343921455,0.057700119,0.005005232,8.55E-05,0.0001,"(15,)",0.1,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (15,), 'NN__learning_rate_init': 0.1}",0.601556341,0.598206099,0.604298466,0.584066012,0.547926776,0.627826847,0.572680451,0.530284642,0.594807734,0.627326605,0.638806551,0.545568117,0.638077605,0.641305395,0.64709249,0.599988675,0.036502761,51,0.625470976,0.572467786,0.580480767,0.605707158,0.624367228,0.619528496,0.573961801,0.624429551,0.596459011,0.643162281,0.613300931,0.573201394,0.58625643,0.639432765,0.601169219,0.605293053,0.023332139,,
86,0.562362146,0.14604398,0.005255318,0.000157654,0.0001,"(50, 50)",0.01,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'NN__learning_rate_init': 0.01}",0.618854609,0.609614486,0.604298466,0.52688443,0.536923124,0.603167854,0.599458575,0.537140498,0.61849711,0.627326605,0.643891776,0.545568117,0.638077605,0.646900769,0.643029752,0.599975585,0.0410138,52,0.623963271,0.545018079,0.580480767,0.57792745,0.624367228,0.602825089,0.588871969,0.624429551,0.60154722,0.643162281,0.614557276,0.573201394,0.584675286,0.639432765,0.608389132,0.602189917,0.026295138,,
27,0.814793205,0.073641007,0.005061372,7.68E-05,0.0001,"(35,)",0.001,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (35,), 'NN__learning_rate_init': 0.001}",0.624277457,0.605092248,0.604298466,0.52688443,0.536923124,0.617476503,0.572680451,0.537140498,0.61849711,0.627326605,0.650709292,0.545568117,0.638077605,0.646448212,0.64709249,0.599899507,0.042746949,53,0.624980035,0.570084793,0.58250772,0.578611688,0.624367228,0.616827716,0.572092856,0.624429551,0.600127709,0.643162281,0.626450924,0.57375084,0.586459191,0.63923851,0.601169219,0.604284017,0.024813524,,
163,1.147276958,0.253893348,0.005372572,0.000372371,0.0001,"(25, 25, 25, 25)",0.001,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (25, 25, 25, 25), 'NN__learning_rate_init': 0.001}",0.623951014,0.603283161,0.604298466,0.562861472,0.536923124,0.603167854,0.572680451,0.52286215,0.61849711,0.627326605,0.638806551,0.540441314,0.638077605,0.652478637,0.652692343,0.599889857,0.04146468,54,0.627605784,0.570084793,0.580480767,0.574409497,0.624367228,0.602825089,0.572092856,0.593692907,0.600127709,0.64103823,0.613300931,0.576072895,0.58625643,0.640796618,0.601169219,0.600288064,0.023664531,,
47,0.871583875,0.118487868,0.005718342,0.001773221,0.0001,"(60,)",0.001,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (60,), 'NN__learning_rate_init': 0.001}",0.613079279,0.607052995,0.604298466,0.535380804,0.536923124,0.617476503,0.572680451,0.537140498,0.61849711,0.627326605,0.635717893,0.545568117,0.641115421,0.652478637,0.652692343,0.59982855,0.04158905,55,0.629534444,0.547807494,0.58250772,0.598231564,0.624367228,0.616827716,0.572092856,0.624429551,0.600127709,0.643162281,0.611337302,0.571959323,0.607744523,0.640796618,0.601169219,0.60480637,0.026223396,,
2,0.585833152,0.088026896,0.005099471,0.000198022,0.0001,"(5,)",0.01,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (5,), 'NN__learning_rate_init': 0.01}",0.613105432,0.603283161,0.570782336,0.584066012,0.536923124,0.617476503,0.565343477,0.543939175,0.61849711,0.627326605,0.635717893,0.545568117,0.635107708,0.652478637,0.64709249,0.599780519,0.037814573,56,0.629534444,0.570084793,0.603245735,0.604331145,0.624367228,0.616827716,0.572092856,0.623099336,0.597284253,0.64103823,0.611337302,0.573201394,0.600855434,0.639432765,0.601169219,0.607193457,0.022067902,,
67,1.005904071,0.13751718,0.005088313,0.000119404,0.0001,"(25, 25)",0.001,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (25, 25), 'NN__learning_rate_init': 0.001}",0.624277457,0.598206099,0.604298466,0.526452168,0.536923124,0.615399831,0.572680451,0.53885817,0.61849711,0.627326605,0.650709292,0.545568117,0.638077605,0.646448212,0.652692343,0.599761003,0.042993811,57,0.626224119,0.570084793,0.580480767,0.597523441,0.624367228,0.61563119,0.572092856,0.623099336,0.60154722,0.64103823,0.627796719,0.571959323,0.584675286,0.63923851,0.601169219,0.605128549,0.024148228,,
74,0.52106328,0.092304674,0.00515755,8.22E-05,0.0001,"(35, 35)",0.01,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (35, 35), 'NN__learning_rate_init': 0.01}",0.618854609,0.609614486,0.570782336,0.584066012,0.536923124,0.627826847,0.565343477,0.50387535,0.624579393,0.627326605,0.650709292,0.545568117,0.644994804,0.641305395,0.643029752,0.599653307,0.04413247,58,0.626751086,0.545018079,0.611514006,0.604331145,0.624367228,0.619528496,0.572092856,0.594848937,0.604445058,0.64103823,0.629612943,0.573201394,0.585738277,0.640986887,0.609599568,0.605538279,0.026438358,,
54,0.641847547,0.199667426,0.005100536,0.000159878,0.0001,"(10, 10)",0.01,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (10, 10), 'NN__learning_rate_init': 0.01}",0.601529406,0.609614486,0.604298466,0.535380804,0.536923124,0.617476503,0.565343477,0.51578548,0.618879837,0.627326605,0.663586155,0.545568117,0.637815759,0.652478637,0.662205765,0.599614175,0.046923171,59,0.628018389,0.545018079,0.580480767,0.583687747,0.624367228,0.616827716,0.572092856,0.638588294,0.604312092,0.64103823,0.636115043,0.573201394,0.586978151,0.640796618,0.603318631,0.604989416,0.029208052,,
26,0.51732324,0.130699132,0.004961459,0.000118143,0.0001,"(35,)",0.01,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (35,), 'NN__learning_rate_init': 0.01}",0.629909471,0.611921627,0.604298466,0.52688443,0.525604424,0.617476503,0.572680451,0.513151913,0.612846597,0.627326605,0.663586155,0.545568117,0.635107708,0.652478637,0.655289176,0.599608685,0.048640933,60,0.627605784,0.571831392,0.58238275,0.578611688,0.594647895,0.616827716,0.572092856,0.632131531,0.60154722,0.64103823,0.634549638,0.571959323,0.602430462,0.639432765,0.603318631,0.604693859,0.02497239,,
111,1.068381453,0.16150333,0.005205075,0.000138284,0.0001,"(20, 20, 20)",0.001,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (20, 20, 20), 'NN__learning_rate_init': 0.001}",0.613079279,0.596916663,0.604298466,0.535707229,0.536923124,0.627826847,0.572680451,0.537140498,0.618879837,0.627326605,0.635717893,0.545568117,0.651852527,0.641305395,0.646691591,0.599460968,0.041388942,61,0.630924496,0.571911993,0.58250772,0.578611688,0.624367228,0.616827716,0.572092856,0.624429551,0.604381898,0.643162281,0.609532779,0.571959323,0.589504675,0.639432765,0.601169219,0.604054412,0.024413754,,
25,0.369388088,0.084365254,0.005318451,0.000888329,0.0001,"(35,)",0.1,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (35,), 'NN__learning_rate_init': 0.1}",0.617961578,0.608600238,0.564628885,0.584066012,0.536923124,0.622365191,0.599458575,0.543939175,0.61849711,0.627326605,0.657508056,0.498095886,0.631098943,0.641305395,0.639847442,0.599441481,0.043635249,62,0.62607653,0.567126083,0.600812825,0.604331145,0.624367228,0.619528496,0.588871969,0.623099336,0.597284253,0.64103823,0.632764641,0.578160826,0.58625643,0.640986887,0.597787494,0.608566158,0.022252548,,
11,0.912526846,0.129916126,0.00540487,0.001291438,0.0001,"(15,)",0.001,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (15,), 'NN__learning_rate_init': 0.001}",0.601529406,0.605092248,0.604298466,0.535380804,0.536923124,0.617476503,0.572680451,0.543939175,0.61849711,0.627326605,0.642724572,0.545568117,0.638077605,0.652478637,0.64709249,0.599272354,0.040568016,63,0.629655747,0.570084793,0.583164719,0.582468007,0.624367228,0.616827716,0.572092856,0.623099336,0.60154722,0.64103823,0.611337302,0.571959323,0.583429588,0.639432765,0.601169219,0.603444936,0.024233202,,
59,1.117614349,0.157768911,0.005169725,0.000344194,0.0001,"(15, 15)",0.001,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (15, 15), 'NN__learning_rate_init': 0.001}",0.601529406,0.603283161,0.604298466,0.526452168,0.536923124,0.622995427,0.572680451,0.543939175,0.61849711,0.627326605,0.635717893,0.545568117,0.652692343,0.641305395,0.652692343,0.599060079,0.041960989,64,0.630924496,0.570084793,0.58250772,0.597523441,0.624367228,0.616827716,0.572092856,0.623099336,0.60154722,0.643162281,0.6107887,0.573201394,0.606381471,0.639432765,0.601169219,0.606207376,0.023197237,,
78,0.597201808,0.166805615,0.005192137,8.54E-05,0.0001,"(40, 40)",0.01,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (40, 40), 'NN__learning_rate_init': 0.01}",0.613079279,0.611921627,0.604298466,0.522474715,0.536923124,0.627054381,0.565343477,0.53528568,0.607251708,0.627326605,0.663586155,0.545568117,0.629546963,0.652478637,0.643029752,0.599011246,0.044505261,65,0.630924496,0.571831392,0.580480767,0.579285791,0.624367228,0.619528496,0.572092856,0.622812431,0.605644747,0.643162281,0.634336678,0.573201394,0.590531322,0.639432765,0.608323873,0.606397101,0.025464058,,
162,0.702139648,0.204552545,0.005274502,0.000136087,0.0001,"(25, 25, 25, 25)",0.01,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (25, 25, 25, 25), 'NN__learning_rate_init': 0.01}",0.623951014,0.603283161,0.576897041,0.589925184,0.553394583,0.622365191,0.565343477,0.50841531,0.612560731,0.627326605,0.638806551,0.545568117,0.634595568,0.652478637,0.627826847,0.598849201,0.039631131,66,0.627605784,0.570084793,0.621372452,0.605707158,0.622776763,0.619528496,0.572092856,0.594848937,0.597284253,0.64103823,0.613300931,0.573201394,0.604894976,0.640796618,0.605076406,0.607307336,0.022138302,,
3,1.113626051,0.126579665,0.005270338,0.001310978,0.0001,"(5,)",0.001,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (5,), 'NN__learning_rate_init': 0.001}",0.601289779,0.605092248,0.604298466,0.535707229,0.536923124,0.623523826,0.565343477,0.53885817,0.612560731,0.627326605,0.644500916,0.545568117,0.631098943,0.663016415,0.64709249,0.598813369,0.042137523,67,0.619181276,0.5688267,0.58250772,0.579821317,0.624367228,0.616827716,0.573961801,0.623099336,0.597284253,0.643162281,0.627553431,0.571959323,0.583429588,0.635468865,0.601169219,0.603241337,0.02440434,,
41,0.405153799,0.089100413,0.005119324,0.000260616,0.0001,"(55,)",0.1,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (55,), 'NN__learning_rate_init': 0.1}",0.607251708,0.603283161,0.564628885,0.553099631,0.536923124,0.627826847,0.599458575,0.525346203,0.613079279,0.627326605,0.638806551,0.545568117,0.633984723,0.663016415,0.64010725,0.598647138,0.041580759,68,0.628143313,0.570084793,0.600812825,0.571823794,0.624367228,0.619528496,0.58569353,0.630749306,0.604312092,0.64103823,0.613300931,0.571959323,0.605572902,0.635906203,0.605076406,0.607224625,0.022855959,,
65,0.401076571,0.075666161,0.005503798,0.001622685,0.0001,"(25, 25)",0.1,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (25, 25), 'NN__learning_rate_init': 0.1}",0.607251708,0.609614486,0.604298466,0.584066012,0.522030706,0.554317564,0.598724835,0.537140498,0.61849711,0.627326605,0.638806551,0.545568117,0.623523826,0.652478637,0.652692343,0.598422498,0.040117021,69,0.630924496,0.539635731,0.58250772,0.604331145,0.595899299,0.549870915,0.58569353,0.623099336,0.60154722,0.643162281,0.609760004,0.573201394,0.601714197,0.639432765,0.601169219,0.598796617,0.02876251,,
82,0.584613689,0.191650504,0.005236165,0.000129748,0.0001,"(45, 45)",0.01,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (45, 45), 'NN__learning_rate_init': 0.01}",0.623951014,0.603246432,0.604298466,0.535380804,0.536923124,0.628497806,0.572680451,0.525346203,0.624629151,0.627326605,0.638806551,0.545568117,0.64010725,0.641305395,0.627826847,0.598392948,0.041441614,70,0.627605784,0.571911993,0.58250772,0.594067427,0.624367228,0.616827716,0.572092856,0.62929111,0.602745076,0.64103823,0.609760004,0.573201394,0.604894976,0.639432765,0.605076406,0.606321379,0.022972844,,
50,0.69784592,0.104307753,0.005065902,0.000131427,0.0001,"(5, 5)",0.01,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (5, 5), 'NN__learning_rate_init': 0.01}",0.624277457,0.603283161,0.604298466,0.52688443,0.536923124,0.622365191,0.565343477,0.537140498,0.612560731,0.627326605,0.635717893,0.545568117,0.638077605,0.641305395,0.652692343,0.598250966,0.042131202,71,0.624841429,0.570084793,0.580480767,0.579821317,0.624367228,0.616827716,0.572092856,0.624429551,0.597284253,0.64103823,0.609532779,0.573201394,0.585211251,0.639432765,0.601169219,0.60265437,0.024114483,,
183,1.231093327,0.291636425,0.005659374,0.00016759,0.0001,"(50, 50, 50, 50)",0.001,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50, 50, 50), 'NN__learning_rate_init': 0.001}",0.607251708,0.603283161,0.604298466,0.52688443,0.536923124,0.603167854,0.565343477,0.537140498,0.618879837,0.627326605,0.657508056,0.545568117,0.635107708,0.652478637,0.652251366,0.598227536,0.043674315,72,0.630924496,0.570084793,0.58250772,0.577402023,0.624367228,0.600297301,0.572092856,0.624429551,0.602898551,0.643162281,0.632764641,0.573201394,0.604632041,0.639432765,0.601169219,0.605291124,0.025110757,,
150,0.643934759,0.151029772,0.005123997,0.000118687,0.0001,"(10, 10, 10, 10)",0.01,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (10, 10, 10, 10), 'NN__learning_rate_init': 0.01}",0.624277457,0.609614486,0.570782336,0.535380804,0.547926776,0.622995427,0.565343477,0.543939175,0.618803128,0.620408095,0.64589816,0.545568117,0.627054381,0.641305395,0.652692343,0.598132637,0.04024692,73,0.626224119,0.545018079,0.607317464,0.594067427,0.624275739,0.616827716,0.572092856,0.623099336,0.602745076,0.64103823,0.632540904,0.573201394,0.603312197,0.640986887,0.600903133,0.606910037,0.026367351,,
37,0.380767409,0.074360922,0.005022176,0.000206701,0.0001,"(50,)",0.1,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'NN__learning_rate_init': 0.1}",0.629909471,0.57806835,0.604298466,0.526983048,0.536923124,0.603167854,0.565343477,0.550682319,0.612560731,0.627326605,0.657508056,0.545568117,0.629068124,0.663016415,0.640659745,0.59807226,0.043155208,74,0.627605784,0.549063809,0.58250772,0.570768926,0.624367228,0.602825089,0.572092856,0.623099336,0.597284253,0.64103823,0.632764641,0.573201394,0.600855434,0.637473241,0.60247209,0.602494669,0.027364303,,
169,0.63125728,0.166155831,0.005509647,0.000411323,0.0001,"(35, 35, 35, 35)",0.1,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (35, 35, 35, 35), 'NN__learning_rate_init': 0.1}",0.630181414,0.609614486,0.604298466,0.550451764,0.536923124,0.603167854,0.565343477,0.500303326,0.612560731,0.627326605,0.657508056,0.545568117,0.623523826,0.657508056,0.646357288,0.59804244,0.045994692,75,0.624980035,0.539635731,0.580480767,0.569916564,0.624367228,0.602825089,0.572092856,0.594848937,0.597284253,0.64103823,0.632540904,0.573201394,0.601714197,0.639037814,0.580937292,0.598326753,0.028609804,,
114,0.5562675,0.092451517,0.00518376,6.64E-05,0.0001,"(25, 25, 25)",0.01,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (25, 25, 25), 'NN__learning_rate_init': 0.01}",0.612949715,0.585384406,0.604298466,0.52688443,0.536923124,0.627826847,0.565343477,0.537140498,0.624579393,0.627326605,0.638806551,0.545568117,0.644994804,0.652478637,0.64010725,0.598040821,0.043050602,76,0.630794298,0.550959334,0.580480767,0.579821317,0.624367228,0.619528496,0.572092856,0.624429551,0.602965277,0.64103823,0.613300931,0.571959323,0.590014462,0.639432765,0.60247209,0.602910462,0.026685849,,
